Chromosome,rsID1,rsID2,Position1,Position2,GeneticDistance_cM
1,chr1_76689130,chr1_77130386,76689130,77130386.0,0.7669411563788486
1,chr1_77130386,chr1_77475915,77130386,77475915.0,0.42321904845606184
1,chr1_77475915,chr1_78694556,77475915,78694556.0,0.6328079726792737
1,chr1_78694556,chr1_79391605,78694556,79391605.0,0.6152319960707189
1,chr1_79391605,chr1_79589631,79391605,79589631.0,0.20844599999999502
1,chr1_79589631,chr1_80054305,79589631,80054305.0,0.24037900000000434
1,chr1_80054305,chr1_80270404,80054305,80270404.0,0.16413300000000675
1,chr1_80270404,chr1_80477722,80270404,80477722.0,0.11751762196448112
1,chr1_80477722,chr1_80613801,80477722,80613801.0,0.05965437803551765
1,chr1_80613801,chr1_80946753,80613801,80946753.0,0.3423247783783694
1,chr1_80946753,chr1_81150907,80946753,81150907.0,0.2578419969839416
1,chr1_81150907,chr1_81341758,81150907,81341758.0,0.18234222463767935
1,chr1_81341758,chr1_81745893,81341758,81745893.0,0.5499530000000021
1,chr1_81745893,chr1_82136226,81745893,82136226.0,1.0468160000000069
1,chr1_82136226,chr1_83114950,82136226,83114950.0,0.9255323294301263
1,chr1_83114950,chr1_83550156,83114950,83550156.0,0.4541914054076699
1,chr1_83550156,chr1_84112765,83550156,84112765.0,0.41369535266220225
1,chr1_84112765,chr1_84324834,84112765,84324834.0,0.16821126481660542
1,chr1_84324834,chr1_84574282,84324834,84574282.0,0.04040964768338995
1,chr1_84574282,chr1_85203196,84574282,85203196.0,0.8355499999999978
1,chr1_85203196,chr1_85346224,85203196,85346224.0,0.28556300000001045
1,chr1_85346224,chr1_85488757,85346224,85488757.0,0.3159743844282161
1,chr1_85488757,chr1_86407018,85488757,86407018.0,0.759435364743041
1,chr1_86407018,chr1_86478662,86407018,86478662.0,0.09238825082873348
1,chr1_86478662,chr1_86992947,86478662,86992947.0,0.5107609026548658
1,chr1_86992947,chr1_91093014,86992947,91093014.0,5.019754097345142
1,chr1_91093014,chr1_91699151,91093014,91699151.0,0.6698379999999986
1,chr1_91699151,chr1_91929916,91699151,91929916.0,0.22128685435745865
1,chr1_91929916,chr1_93179175,91929916,93179175.0,0.7662994072764633
1,chr1_93179175,chr1_94319732,93179175,94319732.0,0.5581586940361802
1,chr1_94319732,chr1_94595597,94319732,94595597.0,0.6900284929685085
1,chr1_94595597,chr1_95048936,94595597,95048936.0,0.1949696780665846
1,chr1_95048936,chr1_95713758,95048936,95713758.0,0.991285285241247
1,chr1_95713758,chr1_96395343,95713758,96395343.0,0.5821074387998237
1,chr1_96395343,chr1_96470185,96395343,96470185.0,0.0167633117537207
1,chr1_96470185,chr1_96847486,96470185,96847486.0,0.12843207880709429
1,chr1_96847486,chr1_96917491,96847486,96917491.0,0.03829090366714638
1,chr1_96917491,chr1_98407367,96917491,98407367.0,1.2409058550257726
1,chr1_98407367,chr1_98774293,98407367,98774293.0,0.3392082818745621
1,chr1_98774293,chr1_99928109,98774293,99928109.0,1.0940767181254358
1,chr1_99928109,chr1_100286952,99928109,100286952.0,0.4848571865671545
1,chr1_100286952,chr1_100612675,100286952,100612675.0,0.059207813432834655
1,chr1_100612675,chr1_101883032,100612675,101883032.0,1.1964630000000227
1,chr1_101883032,chr1_102411194,101883032,102411194.0,1.0590657370030385
1,chr1_102411194,chr1_102484197,102411194,102484197.0,0.13929826299695947
1,chr1_102484197,chr1_104880306,102484197,104880306.0,1.1236901050138215
1,chr1_104880306,chr1_105046945,104880306,105046945.0,0.23118899946379656
1,chr1_105046945,chr1_105289465,105046945,105289465.0,0.25791601042919865
1,chr1_105289465,chr1_108582810,105289465,108582810.0,3.8425826999080073
1,chr1_108582810,chr1_108884883,108582810,108884883.0,0.1206716541144317
1,chr1_108884883,chr1_109804813,108884883,109804813.0,0.8971255208727769
1,chr1_109804813,chr1_110334812,109804813,110334812.0,0.8144489008419384
1,chr1_110334812,chr1_111208422,110334812,111208422.0,2.1743065368281407
1,chr1_111208422,chr1_111795352,111208422,111795352.0,0.5901745725278715
1,chr1_111795352,chr1_111990736,111795352,111990736.0,0.2604310000000112
1,chr1_111990736,chr1_113042549,111990736,113042549.0,1.7815410000000043
1,chr1_113042549,chr1_113571836,113042549,113571836.0,0.4903819647749401
1,chr1_113571836,chr1_114057949,113571836,114057949.0,0.4579410352250477
1,chr1_114057949,chr1_114574233,114057949,114574233.0,0.2520460000000071
1,chr1_114574233,chr1_114705427,114574233,114705427.0,0.35289367539607497
1,chr1_114705427,chr1_117621281,114705427,117621281.0,3.6975853246039208
1,chr1_117621281,chr1_117765699,117621281,117765699.0,0.25638374028815747
1,chr1_117765699,chr1_119375130,117765699,119375130.0,1.0550982597118548
1,chr1_119375130,chr1_119446001,119375130,119446001.0,0.02404999999998836
1,chr1_119446001,chr1_119895261,119446001,119895261.0,0.28460400000000163
1,chr1_119895261,chr1_143517337,119895261,143517337.0,1.1984239999999886
1,chr1_143517337,chr1_146652118,143517337,146652118.0,6.325175271309774
1,chr1_146652118,chr1_149065406,146652118,149065406.0,3.739422792806039
1,chr1_149065406,chr1_151932375,149065406,151932375.0,1.7842059318826102
1,chr1_151932375,chr1_152764795,151932375,152764795.0,0.4010570040015864
1,chr1_152764795,chr1_153140359,152764795,153140359.0,0.18876480533333506
1,chr1_153140359,chr1_155940948,153140359,155940948.0,2.5690631946666542
1,chr1_155940948,chr1_160258242,155940948,160258242.0,6.679894507177039
1,chr1_160258242,chr1_161559327,160258242,161559327.0,1.6796974928229815
1,chr1_161559327,chr1_161700231,161559327,161700231.0,0.11358299999997712
1,chr1_161700231,chr1_163717209,161700231,163717209.0,2.833283679738571
1,chr1_163717209,chr1_164540861,163717209,164540861.0,1.2892713006783652
1,chr1_164540861,chr1_165150126,164540861,165150126.0,1.533592772028527
1,chr1_165150126,chr1_165216783,165150126,165216783.0,0.15013824755453697
1,chr1_165216783,chr1_166660101,165216783,166660101.0,1.8539185398230131
1,chr1_166660101,chr1_168455065,166660101,168455065.0,3.5482694473265326
1,chr1_168455065,chr1_171396584,168455065,171396584.0,3.11659001285048
1,chr1_171396584,chr1_171690238,171396584,171690238.0,0.296529942885428
1,chr1_171690238,chr1_171762125,171690238,171762125.0,0.028274255754041633
1,chr1_171762125,chr1_171915057,171762125,171915057.0,0.05436639942834631
1,chr1_171915057,chr1_173098695,171915057,173098695.0,0.9435535472878769
1,chr1_173098695,chr1_173576971,173098695,173576971.0,0.4265118546443034
1,chr1_173576971,chr1_173666177,173576971,173666177.0,0.0047831415022869805
1,chr1_173666177,chr1_174488230,173666177,174488230.0,0.03492354232847106
1,chr1_174488230,chr1_175299301,174488230,175299301.0,0.40497845705743885
1,chr1_175299301,chr1_177780156,175299301,177780156.0,2.824437573830153
1,chr1_177780156,chr1_178924615,177780156,178924615.0,0.7941650458450056
1,chr1_178924615,chr1_179363275,178924615,179363275.0,0.4185282394366254
1,chr1_179363275,chr1_179428362,179363275,179428362.0,0.014232841657815243
1,chr1_179428362,chr1_180530769,179428362,180530769.0,0.8664091583422078
1,chr1_180530769,chr1_182040959,180530769,182040959.0,1.9862959952153005
1,chr1_182040959,chr1_182189739,182040959,182189739.0,0.18775580786967794
1,chr1_182189739,chr1_183371192,182189739,183371192.0,1.0390897428405026
1,chr1_183371192,chr1_183610416,183371192,183610416.0,0.14721183069787003
1,chr1_183610416,chr1_183765630,183610416,183765630.0,0.07826613073942212
1,chr1_183765630,chr1_184205634,183765630,184205634.0,0.6483403546070292
1,chr1_184205634,chr1_185188793,184205634,185188793.0,0.5651881380301802
1,chr1_185188793,chr1_185761151,185188793,185761151.0,0.6955299999999909
1,chr1_185761151,chr1_187250261,185761151,187250261.0,1.1620628611752295
1,chr1_187250261,chr1_189067463,187250261,189067463.0,1.5067591388247763
1,chr1_189067463,chr1_189802438,189067463,189802438.0,0.2468705736715151
1,chr1_189802438,chr1_190622633,189802438,190622633.0,0.5240124263284827
1,chr1_190622633,chr1_191106026,190622633,191106026.0,0.08976499999999987
1,chr1_191106026,chr1_193935950,191106026,193935950.0,2.1719505353625834
1,chr1_193935950,chr1_194349410,193935950,194349410.0,0.31683121856411844
1,chr1_194349410,chr1_194542413,194349410,194542413.0,0.10480024607329597
1,chr1_194542413,chr1_195217561,194542413,195217561.0,0.24224864461996276
1,chr1_195217561,chr1_196126735,195217561,196126735.0,0.7625685692667048
1,chr1_196126735,chr1_198288709,196126735,198288709.0,1.125254786113345
1,chr1_198288709,chr1_198751393,198288709,198751393.0,0.2524779044289005
1,chr1_198751393,chr1_199741049,198751393,199741049.0,0.6655102361497143
1,chr1_199741049,chr1_199971363,199741049,199971363.0,0.08968385942139889
1,chr1_199971363,chr1_201080369,199971363,201080369.0,1.62101396404492
1,chr1_201080369,chr1_201326838,201080369,201326838.0,0.36518515547095376
1,chr1_201326838,chr1_202027755,201326838,202027755.0,1.6743328804841155
1,chr1_202027755,chr1_202098078,202027755,202098078.0,0.10341607478261494
1,chr1_202098078,chr1_203487892,202098078,203487892.0,2.105887409850311
1,chr1_203487892,chr1_203989800,203487892,203989800.0,1.010718191284269
1,chr1_203989800,chr1_204413748,203989800,204413748.0,0.9901092291922851
1,chr1_204413748,chr1_204625007,204413748,204625007.0,0.08872409489052302
1,chr1_204625007,chr1_204906600,204625007,204906600.0,0.5480755323193875
1,chr1_204906600,chr1_205334476,204906600,205334476.0,0.6246337368458512
1,chr1_205334476,chr1_205620895,205334476,205620895.0,0.8186387517578453
1,chr1_205620895,chr1_208072697,205620895,208072697.0,2.7688449790769027
1,chr1_208072697,chr1_208280881,208072697,208280881.0,0.5024549999999977
1,chr1_208280881,chr1_209999051,208280881,209999051.0,3.1396704595808274
1,chr1_209999051,chr1_210387562,209999051,210387562.0,0.07236754041917948
1,chr1_210387562,chr1_211002395,210387562,211002395.0,0.9963287514677006
1,chr1_211002395,chr1_211142834,211002395,211142834.0,0.19046624853228877
1,chr1_211142834,chr1_212444904,211142834,212444904.0,0.9220560000000262
1,chr1_212444904,chr1_213050887,212444904,213050887.0,0.4124594501800516
1,chr1_213050887,chr1_215012412,213050887,215012412.0,2.9333173099383885
1,chr1_215012412,chr1_215095955,215012412,215095955.0,0.08678623988154754
1,chr1_215095955,chr1_215845310,215095955,215845310.0,0.4691699999999912
1,chr1_215845310,chr1_216049162,215845310,216049162.0,0.37633818947367104
1,chr1_216049162,chr1_216184427,216049162,216184427.0,0.15691716693740432
1,chr1_216184427,chr1_216674316,216184427,216674316.0,0.7193812055724038
1,chr1_216674316,chr1_217022299,216674316,217022299.0,0.6805984380165171
1,chr1_217022299,chr1_217356154,217022299,217356154.0,0.8153120000000058
1,chr1_217356154,chr1_217415162,217356154,217415162.0,0.03942800000001512
1,chr1_217415162,chr1_217474401,217415162,217474401.0,0.042363999999992075
1,chr1_217474401,chr1_219974057,217474401,219974057.0,2.7129972982184256
1,chr1_219974057,chr1_221603142,219974057,221603142.0,1.242947423586088
1,chr1_221603142,chr1_222234225,221603142,222234225.0,0.6610077129780905
1,chr1_222234225,chr1_222542529,222234225,222542529.0,0.10890599126773282
1,chr1_222542529,chr1_226000303,222542529,226000303.0,2.987821331034695
1,chr1_226000303,chr1_226367874,226000303,226367874.0,0.31129873660714225
1,chr1_226367874,chr1_226602510,226367874,226602510.0,0.14106850630781764
1,chr1_226602510,chr1_227333175,226602510,227333175.0,0.6054228317194372
1,chr1_227333175,chr1_227983336,227333175,227983336.0,0.16208747831095138
1,chr1_227983336,chr1_228193931,227983336,228193931.0,0.16013973572125906
1,chr1_228193931,chr1_229823966,228193931,229823966.0,1.8527369542483711
1,chr1_229823966,chr1_230594749,229823966,230594749.0,1.2212379999999996
1,chr1_230594749,chr1_232695646,230594749,232695646.0,3.3776579999999967
1,chr1_232695646,chr1_232892425,232695646,232892425.0,0.4433458230865597
1,chr1_232892425,chr1_233030248,232892425,233030248.0,0.3256581769134357
1,chr1_233030248,chr1_234410343,233030248,234410343.0,2.529498999999987
1,chr1_234410343,chr1_234812041,234410343,234812041.0,1.2137320000000216
1,chr1_234812041,chr1_235160328,234812041,235160328.0,1.452637993649006
1,chr1_235160328,chr1_237138582,235160328,237138582.0,4.259673006350965
1,chr1_237138582,chr1_237481988,237138582,237481988.0,1.4295778471121139
1,chr1_237481988,chr1_238157240,237481988,238157240.0,1.552294152887896
1,chr1_238157240,chr1_238506357,238157240,238506357.0,0.22728399999999738
1,chr1_238506357,chr1_239569350,238506357,239569350.0,1.909068369537124
1,chr1_239569350,chr1_241880580,239569350,241880580.0,6.298958311825629
1,chr1_241880580,chr1_243451405,241880580,243451405.0,3.1281633186372346
1,chr1_243451405,chr1_246308279,243451405,246308279.0,7.2353480000000445
1,chr1_246308279,chr1_246647966,246308279,246647966.0,0.22522981031011113
1,chr1_246647966,chr1_247267668,246647966,247267668.0,0.6226008380488679
1,chr1_247267668,chr1_247611413,247267668,247611413.0,0.5618420314717127
1,chr1_247611413,chr1_248143743,247611413,248143743.0,0.7751534943554361
1,chr1_248143743,chr1_248266382,248143743,248266382.0,0.03737851683467852
1,chr1_248266382,chr1_248525330,248266382,248525330.0,0.18947091245047432
2,chr2_258210,,258210,,-1.0
2,chr2_258210,chr2_854963,258210,854963.0,0.998683199559374
2,chr2_854963,chr2_1152946,854963,1152946.0,0.206648017659673
2,chr2_1152946,chr2_1810457,1152946,1810457.0,1.1531520681560044
2,chr2_1810457,chr2_2191758,1810457,2191758.0,0.1778798231069869
2,chr2_2191758,chr2_2728385,2191758,2728385.0,1.792966163508003
2,chr2_2728385,chr2_3674077,2728385,3674077.0,5.340780067289709
2,chr2_3674077,chr2_4169089,3674077,4169089.0,1.1244176770354528
2,chr2_4169089,chr2_5859603,4169089,5859603.0,5.24778181271064
2,chr2_5859603,chr2_6334830,5859603,6334830.0,0.8354676395759739
2,chr2_6334830,chr2_6582822,6334830,6582822.0,0.4150833604240276
2,chr2_6582822,chr2_7164812,6582822,7164812.0,1.7311419999999984
2,chr2_7164812,chr2_7582762,7164812,7582762.0,0.7039360000000023
2,chr2_7582762,chr2_8093026,7582762,8093026.0,1.0683240000000005
2,chr2_8093026,chr2_9918758,8093026,9918758.0,4.48015831208226
2,chr2_9918758,chr2_10239208,9918758,10239208.0,0.8225368192370972
2,chr2_10239208,chr2_10739651,10239208,10739651.0,1.7283848686806422
2,chr2_10739651,chr2_10988517,10739651,10988517.0,0.3139250000000011
2,chr2_10988517,chr2_12043319,10988517,12043319.0,3.4555065568643357
2,chr2_12043319,chr2_12169010,12043319,12169010.0,0.14244532365774987
2,chr2_12169010,chr2_12930405,12169010,12930405.0,1.2902468501938493
2,chr2_12930405,chr2_14350328,12930405,14350328.0,1.4990990605780397
2,chr2_14350328,chr2_15227430,14350328,15227430.0,0.9416412087060237
2,chr2_15227430,chr2_16176894,15227430,16176894.0,1.657986000000001
2,chr2_16176894,chr2_18072528,16176894,18072528.0,2.6929537069737677
2,chr2_18072528,chr2_18145021,18072528,18145021.0,0.07630436938986662
2,chr2_18145021,chr2_18465890,18145021,18465890.0,0.5029809236363647
2,chr2_18465890,chr2_18529866,18465890,18529866.0,0.08056483073684007
2,chr2_18529866,chr2_19099097,18529866,19099097.0,0.854419542001402
2,chr2_19099097,chr2_19514419,19099097,19514419.0,0.2625086272617594
2,chr2_19514419,chr2_19856960,19514419,19856960.0,0.4400983914238523
2,chr2_19856960,chr2_20042121,19856960,20042121.0,0.3315778852836715
2,chr2_20042121,chr2_23337884,20042121,23337884.0,4.606084723292476
2,chr2_23337884,chr2_23544311,23337884,23544311.0,0.24803200000000203
2,chr2_23544311,chr2_24168188,23544311,24168188.0,0.8483233983572802
2,chr2_24168188,chr2_25100738,24168188,25100738.0,0.41979560164271845
2,chr2_25100738,chr2_25956445,25100738,25956445.0,0.5005839999999964
2,chr2_25956445,chr2_26960055,25956445,26960055.0,0.9137553566369689
2,chr2_26960055,chr2_28145313,26960055,28145313.0,0.28284899430642696
2,chr2_28145313,chr2_28481632,28145313,28481632.0,0.08625261588125
2,chr2_28481632,chr2_29436633,28481632,29436633.0,1.5025830863154468
2,chr2_29436633,chr2_29698164,29436633,29698164.0,0.6120839468599115
2,chr2_29698164,chr2_29823352,29698164,29823352.0,0.21218899999999508
2,chr2_29823352,chr2_30342750,29823352,30342750.0,0.6521779999999993
2,chr2_30342750,chr2_30741913,30342750,30741913.0,1.0932670000000044
2,chr2_30741913,chr2_30941795,30741913,30941795.0,0.17746369071880963
2,chr2_30941795,chr2_32192141,30941795,32192141.0,1.8854343092811874
2,chr2_32192141,chr2_33098558,32192141,33098558.0,0.19778756585130708
2,chr2_33098558,chr2_33228292,33098558,33228292.0,0.19976143414869796
2,chr2_33228292,chr2_34142201,33228292,34142201.0,1.819758742595205
2,chr2_34142201,chr2_34644214,34142201,34644214.0,0.6526422574047928
2,chr2_34644214,chr2_35557894,34644214,35557894.0,0.8519199999999998
2,chr2_35557894,chr2_36870416,35557894,36870416.0,1.6575471334244085
2,chr2_36870416,chr2_37235324,36870416,37235324.0,0.6920638665755874
2,chr2_37235324,chr2_37302180,37235324,37302180.0,0.034455082644633706
2,chr2_37302180,chr2_38524487,37302180,38524487.0,2.144865917355375
2,chr2_38524487,chr2_38993777,38524487,38993777.0,0.5675762928026131
2,chr2_38993777,chr2_40927841,38993777,40927841.0,1.6024747071973877
2,chr2_40927841,chr2_42442163,40927841,42442163.0,1.7006311042402729
2,chr2_42442163,chr2_42497913,42442163,42497913.0,0.016876895759722288
2,chr2_42497913,chr2_45542306,42497913,45542306.0,3.7242966562986055
2,chr2_45542306,chr2_45803035,45542306,45803035.0,0.29319834255852584
2,chr2_45803035,chr2_46400604,45803035,46400604.0,1.5400080011428656
2,chr2_46400604,chr2_47119806,46400604,47119806.0,1.3843839882352995
2,chr2_47119806,chr2_48040784,47119806,48040784.0,1.7657148780650687
2,chr2_48040784,chr2_48744928,48040784,48744928.0,0.15693858003115224
2,chr2_48744928,chr2_48861343,48744928,48861343.0,0.08419188974711744
2,chr2_48861343,chr2_51326497,48861343,51326497.0,2.4257306639213567
2,chr2_51326497,chr2_52346248,51326497,52346248.0,0.6936530000000118
2,chr2_52346248,chr2_52644607,52346248,52644607.0,0.29293724770641916
2,chr2_52644607,chr2_52808561,52644607,52808561.0,0.10157297147165423
2,chr2_52808561,chr2_54584738,52808561,54584738.0,1.891461101402399
2,chr2_54584738,chr2_54844970,54584738,54844970.0,0.26660286782532694
2,chr2_54844970,chr2_55034113,54844970,55034113.0,0.08191581159420025
2,chr2_55034113,chr2_56108333,55034113,56108333.0,0.5526299999999935
2,chr2_56108333,chr2_56622818,56108333,56622818.0,0.9033150000000063
2,chr2_56622818,chr2_57247562,56622818,57247562.0,0.14799216037734197
2,chr2_57247562,chr2_57306578,57247562,57306578.0,0.02456978604114113
2,chr2_57306578,chr2_57479702,57306578,57479702.0,0.10545303240503756
2,chr2_57479702,chr2_57718298,57479702,57718298.0,0.055764555829938445
2,chr2_57718298,chr2_58892049,57718298,58892049.0,0.47848046534653577
2,chr2_58892049,chr2_59433022,58892049,59433022.0,0.7788249999999977
2,chr2_59433022,chr2_59896923,59433022,59896923.0,0.34080900000000725
2,chr2_59896923,chr2_60538243,59896923,60538243.0,0.6246279499192156
2,chr2_60538243,chr2_60739061,60538243,60739061.0,0.2594490500807751
2,chr2_60739061,chr2_64820733,60739061,64820733.0,1.9881620000000026
2,chr2_64820733,chr2_65448897,64820733,65448897.0,1.1577709999999968
2,chr2_65448897,chr2_66414782,65448897,66414782.0,1.2953223992779925
2,chr2_66414782,chr2_67608838,66414782,67608838.0,1.6033093573278876
2,chr2_67608838,chr2_69361621,67608838,69361621.0,2.8612501461958146
2,chr2_69361621,chr2_70459227,69361621,70459227.0,0.5142114093569745
2,chr2_70459227,chr2_71214755,70459227,71214755.0,1.3859891778652838
2,chr2_71214755,chr2_71270035,71214755,71270035.0,0.1439145099760566
2,chr2_71270035,chr2_71469011,71270035,71469011.0,0.1321789999999936
2,chr2_71469011,chr2_72339870,71469011,72339870.0,1.3025980000000033
2,chr2_72339870,chr2_73419367,72339870,73419367.0,0.83192541055719
2,chr2_73419367,chr2_75458058,73419367,75458058.0,2.3557062207277255
2,chr2_75458058,chr2_75979892,75458058,75979892.0,0.8985649245161937
2,chr2_75979892,chr2_76363928,75979892,76363928.0,0.160947621206617
2,chr2_76363928,chr2_76760870,76363928,76760870.0,0.46190082299227697
2,chr2_76760870,chr2_77367890,76760870,77367890.0,0.708241408736356
2,chr2_77367890,chr2_78459643,77367890,78459643.0,1.5880457153398737
2,chr2_78459643,chr2_80053619,78459643,80053619.0,2.051379091029503
2,chr2_80053619,chr2_81104506,80053619,81104506.0,1.5765285519397167
2,chr2_81104506,chr2_81230361,81104506,81230361.0,0.04356476249697039
2,chr2_81230361,chr2_81851587,81230361,81851587.0,0.4070407540396559
2,chr2_81851587,chr2_82124086,81851587,82124086.0,0.05179971641791781
2,chr2_82124086,chr2_83762070,82124086,83762070.0,0.47768000000000654
2,chr2_83762070,chr2_83841825,83762070,83841825.0,0.009031999999990603
2,chr2_83841825,chr2_86923434,83841825,86923434.0,2.4596836507495823
2,chr2_86923434,chr2_87291652,86923434,87291652.0,0.11996140491642393
2,chr2_87291652,chr2_89833145,87291652,89833145.0,4.075664892783394
2,chr2_89833145,chr2_98393894,89833145,98393894.0,0.4217440515506041
2,chr2_98393894,chr2_99379459,98393894,99379459.0,0.5433440000000047
2,chr2_99379459,chr2_101104652,99379459,101104652.0,0.608317999999997
2,chr2_101104652,chr2_101303625,101104652,101303625.0,0.14455499999999688
2,chr2_101303625,chr2_102431663,101303625,102431663.0,1.004535739413683
2,chr2_102431663,chr2_102511761,102431663,102511761.0,0.004675260586324725
